"","ftTrumpPre","ftTrumpPost","age"
"6954",0,15,51
"6955",15,35,56
"6956",85,85,42
"6957",0,0,-9
"6958",0,0,74
"6959",0,0,66
"6960",85,85,44
"6961",0,-6,27
"6962",40,15,25
"6963",100,10,51
"6964",85,85,52
"6965",100,50,73
"6966",30,15,35
"6967",0,0,43
"6968",0,0,45
"6969",0,0,-9
"6970",0,0,27
"6971",70,-6,27
"6972",100,85,37
"6973",100,100,52
"6974",70,85,73
"6975",51,49,40
"6976",15,-9,71
"6977",90,70,-9
"6978",0,0,30
"6979",0,0,26
"6980",0,0,29
"6981",15,-6,51
"6982",60,85,57
"6983",85,50,52
"6984",-9,-9,75
"6985",0,0,25
"6986",85,100,-9
"6987",3,0,48
"6988",30,15,30
"6989",70,-6,25
"6990",15,0,39
"6991",15,0,21
"6992",40,30,32
"6993",0,0,30
"6994",50,-6,52
"6995",0,0,65
"6996",15,15,63
"6997",0,0,38
"6998",40,30,56
"6999",0,0,73
"7000",60,60,34
"7001",0,-6,56
"7002",35,0,38
"7003",85,100,61
"7004",70,85,75
"7005",0,0,42
"7006",100,85,59
"7007",0,50,61
"7008",85,75,38
"7009",85,100,34
"7010",0,15,36
"7011",0,0,74
"7012",90,85,64
"7013",15,0,22
"7014",100,100,77
"7015",85,-6,-9
"7016",30,0,37
"7017",100,85,36
"7018",100,100,51
"7019",0,0,27
"7020",0,0,37
"7021",-9,-9,49
"7022",30,40,28
"7023",0,0,40
"7024",60,50,46
"7025",100,60,21
"7026",100,85,63
"7027",0,0,68
"7028",100,100,27
"7029",0,-6,80
"7030",40,-9,77
"7031",0,0,64
"7032",100,90,29
"7033",0,0,29
"7034",-9,-6,60
"7035",0,0,22
"7036",100,100,39
"7037",0,0,67
"7038",0,0,53
"7039",30,15,63
"7040",0,0,50
"7041",0,0,49
"7042",70,70,57
"7043",70,70,70
"7044",40,70,28
"7045",0,0,47
"7046",30,60,28
"7047",3,0,55
"7048",70,100,62
"7049",85,85,62
"7050",0,0,47
"7051",85,100,80
"7052",0,0,80
"7053",100,-6,57
"7054",90,100,56
"7055",-9,-9,77
"7056",70,85,18
"7057",85,100,65
"7058",85,70,30
"7059",100,100,66
"7060",100,90,45
"7061",60,60,26
"7062",100,100,28
"7063",30,0,36
"7064",75,85,36
"7065",100,-6,76
"7066",100,100,59
"7067",85,70,-9
"7068",70,-7,57
"7069",15,15,35
"7070",98,85,42
"7071",60,100,35
"7072",0,0,41
"7073",64,72,37
"7074",100,100,53
"7075",15,40,26
"7076",15,0,45
"7077",85,85,32
"7078",60,60,37
"7079",40,30,38
"7080",100,40,50
"7081",85,100,36
"7082",85,60,53
"7083",100,100,-9
"7084",15,0,25
"7085",60,89,42
"7086",100,85,25
"7087",0,0,61
"7088",0,0,27
"7089",60,40,41
"7090",0,-9,56
"7091",0,0,31
"7092",85,60,26
"7093",0,0,61
"7094",0,0,44
"7095",85,70,77
"7096",100,100,27
"7097",30,50,77
"7098",0,0,-9
"7099",0,-7,31
"7100",0,0,47
"7101",0,30,27
"7102",0,0,69
"7103",85,90,66
"7104",100,100,-9
"7105",0,-6,65
"7106",0,-6,18
"7107",0,0,64
"7108",0,0,22
"7109",15,10,42
"7110",60,70,54
"7111",50,70,52
"7112",85,99,80
"7113",0,0,28
"7114",85,100,63
"7115",0,0,34
"7116",85,70,72
"7117",0,0,63
"7118",0,0,35
"7119",0,15,-9
"7120",85,-7,69
"7121",35,10,57
"7122",100,50,28
"7123",60,70,67
"7124",85,100,66
"7125",60,30,41
"7126",60,70,65
"7127",0,0,36
"7128",70,60,72
"7129",85,30,60
"7130",100,85,25
"7131",0,0,51
"7132",60,-9,42
"7133",15,0,55
"7134",0,0,39
"7135",100,70,32
"7136",10,-6,30
"7137",0,15,42
"7138",0,0,40
"7139",50,70,59
"7140",0,0,-9
"7141",40,60,80
"7142",50,0,57
"7143",100,85,80
"7144",0,0,36
"7145",0,0,27
"7146",100,100,32
"7147",70,50,67
"7148",85,85,52
"7149",0,0,69
"7150",50,30,57
"7151",15,30,18
"7152",0,0,52
"7153",15,0,39
"7154",0,0,62
"7155",30,-6,-9
"7156",100,100,60
"7157",0,70,35
"7158",15,40,27
"7159",30,0,27
"7160",0,0,34
"7161",0,0,68
"7162",0,0,32
"7163",50,15,35
"7164",0,-6,62
"7165",30,60,80
"7166",0,0,-9
"7167",0,0,60
"7168",0,0,34
"7169",-9,100,55
"7170",0,0,51
"7171",60,70,39
"7172",60,40,64
"7173",0,0,63
"7174",0,0,46
"7175",0,0,72
"7176",85,85,80
"7177",100,100,66
"7178",15,30,60
"7179",15,15,21
"7180",70,0,35
"7181",80,77,22
"7182",100,-6,39
"7183",0,0,25
"7184",0,0,-9
"7185",60,40,32
"7186",15,0,48
"7187",0,0,-9
"7188",0,15,30
"7189",0,0,52
"7190",100,70,60
"7191",0,0,39
"7192",0,15,49
"7193",0,-6,48
"7194",0,0,68
"7195",15,15,51
"7196",85,85,78
"7197",0,0,58
"7198",85,-6,80
"7199",40,15,45
"7200",70,50,63
"7201",0,0,38
"7202",85,70,80
"7203",85,100,71
"7204",95,100,54
"7205",100,100,69
"7206",60,50,22
"7207",0,0,58
"7208",100,100,34
"7209",0,0,48
"7210",100,100,80
"7211",0,0,51
"7212",100,100,71
"7213",100,100,61
"7214",15,0,-9
"7215",0,0,78
"7216",0,0,57
"7217",0,15,44
"7218",100,100,-9
"7219",10,0,63
"7220",0,0,47
"7221",0,0,26
"7222",0,0,57
"7223",0,0,56
"7224",0,0,53
"7225",60,-9,48
"7226",35,15,50
"7227",100,85,34
"7228",85,75,73
"7229",60,60,57
"7230",100,85,41
"7231",65,70,59
"7232",100,-6,67
"7233",0,-6,54
"7234",100,100,72
"7235",50,50,33
"7236",100,100,54
"7237",0,0,22
"7238",0,0,44
"7239",10,15,30
"7240",85,-6,74
"7241",25,30,37
"7242",60,40,28
"7243",0,0,18
"7244",65,-6,56
"7245",0,0,39
"7246",100,100,71
"7247",20,10,23
"7248",85,85,47
"7249",100,100,45
"7250",70,15,28
"7251",90,85,38
"7252",85,100,70
"7253",100,85,-9
"7254",0,-6,39
"7255",0,0,34
"7256",60,85,43
"7257",85,-6,46
"7258",0,-6,69
"7259",100,90,80
"7260",100,100,54
"7261",50,60,64
"7262",0,50,70
"7263",0,30,-9
"7264",30,-5,-9
"7265",0,5,46
"7266",70,68,73
"7267",85,100,42
"7268",0,0,43
"7269",0,0,64
"7270",50,30,59
"7271",100,100,34
"7272",70,-6,50
"7273",85,-6,57
"7274",0,0,38
"7275",100,-6,76
"7276",70,75,51
"7277",100,100,30
"7278",70,60,48
"7279",0,0,47
"7280",100,100,62
"7281",100,100,80
"7282",60,40,35
"7283",70,40,72
"7284",0,15,58
"7285",0,15,40
"7286",0,30,72
"7287",85,-6,35
"7288",0,0,37
"7289",100,85,70
"7290",70,-6,52
"7291",0,0,64
"7292",0,0,76
"7293",0,0,21
"7294",70,70,22
"7295",90,70,49
"7296",70,90,36
"7297",80,85,71
"7298",15,30,40
"7299",40,0,80
"7300",0,0,67
"7301",85,60,73
"7302",100,100,21
"7303",0,0,59
"7304",70,-6,25
"7305",15,-6,32
"7306",0,0,68
"7307",0,0,60
"7308",100,100,63
"7309",70,70,44
"7310",0,0,41
"7311",100,100,52
"7312",70,15,44
"7313",15,0,60
"7314",85,85,36
"7315",0,0,47
"7316",-9,100,80
"7317",60,40,43
"7318",70,70,66
"7319",40,40,68
"7320",30,-7,80
"7321",95,100,48
"7322",60,40,59
"7323",0,0,19
"7324",0,5,55
"7325",30,15,25
"7326",0,0,25
"7327",0,-6,26
"7328",0,0,24
"7329",85,85,70
"7330",85,100,60
"7331",0,0,64
"7332",0,0,64
"7333",0,15,73
"7334",0,0,79
"7335",85,85,80
"7336",15,15,73
"7337",60,70,38
"7338",0,0,70
"7339",100,100,43
"7340",100,100,65
"7341",0,0,56
"7342",30,15,50
"7343",85,70,74
"7344",15,15,47
"7345",0,0,61
"7346",85,0,72
"7347",-9,40,-9
"7348",50,60,27
"7349",0,0,53
"7350",85,100,50
"7351",100,100,60
"7352",30,70,35
"7353",0,0,38
"7354",50,-9,35
"7355",50,50,46
"7356",0,0,59
"7357",-9,0,60
"7358",0,0,52
"7359",100,100,30
"7360",70,0,38
"7361",60,85,54
"7362",15,0,46
"7363",0,0,29
"7364",15,0,37
"7365",10,0,36
"7366",50,50,-9
"7367",85,70,62
"7368",0,0,77
"7369",100,90,72
"7370",50,-6,50
"7371",15,50,33
"7372",60,-6,20
"7373",0,0,60
"7374",0,38,40
"7375",0,0,53
"7376",100,90,44
"7377",60,0,74
"7378",15,0,77
"7379",50,50,32
"7380",50,0,35
"7381",90,40,58
"7382",0,0,76
"7383",90,-6,44
"7384",85,-6,59
"7385",0,-6,-9
"7386",0,0,64
"7387",85,100,40
"7388",40,45,60
"7389",50,30,18
"7390",-9,75,51
"7391",100,100,73
"7392",85,70,57
"7393",0,-6,80
"7394",0,0,20
"7395",0,0,50
"7396",100,100,59
"7397",0,-6,46
"7398",85,100,39
"7399",0,0,58
"7400",0,0,23
"7401",85,85,66
"7402",100,85,67
"7403",85,100,51
"7404",85,85,-9
"7405",100,0,26
"7406",30,15,26
"7407",100,100,67
"7408",40,40,30
"7409",0,-6,19
"7410",0,0,70
"7411",0,0,-9
"7412",0,0,63
"7413",0,0,70
"7414",-9,-6,-9
"7415",100,100,56
"7416",85,85,28
"7417",0,0,47
"7418",20,35,48
"7419",100,100,65
"7420",70,70,72
"7421",50,0,41
"7422",70,100,35
"7423",0,0,68
"7424",0,-6,42
"7425",-9,-6,74
"7426",85,-6,58
"7427",70,100,50
"7428",100,100,62
"7429",100,100,-9
"7430",0,0,27
"7431",0,0,58
"7432",15,15,66
"7433",0,0,36
"7434",-9,50,58
"7435",-9,0,70
"7436",40,0,33
"7437",50,100,59
"7438",0,0,51
"7439",100,100,61
"7440",0,0,19
"7441",0,0,23
"7442",15,0,68
"7443",100,100,70
"7444",85,90,43
"7445",30,15,48
"7446",0,10,49
"7447",0,0,59
"7448",15,70,42
"7449",0,0,48
"7450",0,-7,66
"7451",100,100,78
"7452",70,40,51
"7453",3,100,44
"7454",0,0,48
"7455",85,100,79
"7456",0,0,42
"7457",0,-6,45
"7458",70,0,30
"7459",0,30,28
"7460",30,15,33
"7461",100,100,46
"7462",0,0,44
"7463",100,100,73
"7464",60,40,73
"7465",0,-9,71
"7466",85,85,39
"7467",85,70,59
"7468",30,30,19
"7469",85,100,64
"7470",85,85,-9
"7471",0,0,24
"7472",50,25,42
"7473",0,0,80
"7474",0,-6,36
"7475",100,60,65
"7476",0,0,26
"7477",0,0,18
"7478",0,0,73
"7479",0,0,19
"7480",0,0,79
"7481",15,50,50
"7482",0,0,37
"7483",0,0,80
"7484",15,-6,68
"7485",100,85,20
"7486",85,85,39
"7487",85,100,33
"7488",70,100,62
"7489",0,-6,50
"7490",0,-6,77
"7491",0,15,49
"7492",100,70,-9
"7493",40,30,51
"7494",30,85,46
"7495",100,100,38
"7496",70,70,64
"7497",100,100,36
"7498",30,40,-9
"7499",70,40,36
"7500",0,0,25
"7501",0,0,37
"7502",60,70,-9
"7503",70,70,65
"7504",0,-6,72
"7505",0,0,23
"7506",0,0,39
"7507",70,70,74
"7508",15,-7,49
"7509",85,100,80
"7510",0,0,56
"7511",0,10,41
"7512",0,0,61
"7513",100,-6,33
"7514",0,0,-9
"7515",15,15,65
"7516",0,15,79
"7517",0,0,54
"7518",0,0,75
"7519",50,50,43
"7520",0,-6,66
"7521",0,0,60
"7522",0,1,34
"7523",85,-7,74
"7524",0,0,60
"7525",10,15,66
"7526",60,0,55
"7527",35,30,54
"7528",0,-9,42
"7529",50,50,78
"7530",1,0,65
"7531",85,100,63
"7532",15,0,51
"7533",0,-6,33
"7534",0,0,23
"7535",0,0,27
"7536",60,-6,68
"7537",0,-6,42
"7538",100,100,71
"7539",60,30,80
"7540",0,15,27
"7541",15,0,57
"7542",15,30,42
"7543",0,0,67
"7544",0,0,68
"7545",30,70,26
"7546",50,30,61
"7547",0,0,72
"7548",0,0,76
"7549",40,30,53
"7550",30,30,55
"7551",2,95,24
"7552",0,0,61
"7553",0,-6,65
"7554",0,0,36
"7555",100,-6,80
"7556",15,5,63
"7557",-9,85,-9
"7558",0,0,64
"7559",100,-6,69
"7560",85,100,44
"7561",40,50,32
"7562",70,50,70
"7563",85,100,64
"7564",0,0,58
"7565",15,0,23
"7566",0,0,72
"7567",50,-6,67
"7568",0,0,77
"7569",85,-6,21
"7570",0,0,65
"7571",100,-9,32
"7572",100,90,50
"7573",60,50,31
"7574",0,0,80
"7575",0,0,41
"7576",0,-6,28
"7577",70,60,47
"7578",85,100,79
"7579",-9,50,70
"7580",15,15,30
"7581",0,50,31
"7582",0,0,77
"7583",60,-6,20
"7584",15,0,19
"7585",50,50,27
"7586",0,40,40
"7587",60,70,28
"7588",70,0,79
"7589",30,30,43
"7590",12,10,39
"7591",100,85,61
"7592",70,60,50
"7593",100,100,64
"7594",70,85,74
"7595",0,0,31
"7596",0,0,33
"7597",15,50,31
"7598",0,0,70
"7599",60,100,47
"7600",30,60,58
"7601",35,15,22
"7602",100,85,54
"7603",0,0,75
"7604",40,30,63
"7605",100,100,71
"7606",85,-6,44
"7607",0,0,80
"7608",0,-6,48
"7609",0,0,72
"7610",60,60,31
"7611",0,0,61
"7612",60,60,61
"7613",0,-6,44
"7614",0,50,51
"7615",85,85,43
"7616",0,0,75
"7617",0,0,59
"7618",0,0,43
"7619",0,15,78
"7620",85,70,62
"7621",0,0,55
"7622",0,0,26
"7623",85,100,72
"7624",-9,-6,60
"7625",100,100,80
"7626",0,100,19
"7627",50,-6,20
"7628",100,100,65
"7629",5,0,69
"7630",0,-6,45
"7631",60,-6,23
"7632",0,15,63
"7633",0,15,27
"7634",100,100,71
"7635",0,0,73
"7636",0,2,57
"7637",0,-6,56
"7638",60,50,64
"7639",0,15,29
"7640",0,0,48
"7641",85,85,54
"7642",0,-6,21
"7643",85,80,53
"7644",85,85,41
"7645",15,0,27
"7646",100,40,80
"7647",100,100,78
"7648",40,-6,29
"7649",60,70,74
"7650",0,0,45
"7651",85,100,54
"7652",0,0,59
"7653",0,0,65
"7654",0,0,49
"7655",0,0,69
"7656",0,0,36
"7657",0,-6,36
"7658",100,100,66
"7659",0,-6,59
"7660",0,0,33
"7661",70,100,72
"7662",0,0,68
"7663",30,15,67
"7664",0,0,51
"7665",70,70,67
"7666",0,0,50
"7667",0,3,67
"7668",85,-6,68
"7669",30,15,67
"7670",100,100,27
"7671",0,0,67
"7672",0,15,19
"7673",50,40,63
"7674",0,0,60
"7675",100,100,39
"7676",99,100,38
"7677",85,100,36
"7678",30,30,46
"7679",100,-9,36
"7680",85,70,57
"7681",80,70,32
"7682",15,30,61
"7683",95,95,70
"7684",100,100,65
"7685",70,70,71
"7686",60,70,65
"7687",0,0,65
"7688",100,100,75
"7689",0,0,39
"7690",0,-6,27
"7691",70,50,64
"7692",85,-6,65
"7693",0,0,56
"7694",5,15,50
"7695",0,-6,75
"7696",0,0,66
"7697",0,-6,27
"7698",0,0,41
"7699",15,15,60
"7700",100,100,58
"7701",30,50,74
"7702",60,60,65
"7703",100,100,63
"7704",100,100,27
"7705",0,0,48
"7706",65,50,38
"7707",100,100,63
"7708",2,0,41
"7709",85,85,32
"7710",0,15,63
"7711",60,30,61
"7712",0,0,44
"7713",70,-6,31
"7714",50,50,27
"7715",0,0,28
"7716",70,-6,79
"7717",100,100,38
"7718",0,0,59
"7719",100,100,59
"7720",15,-6,36
"7721",40,-6,53
"7722",100,70,70
"7723",90,85,50
"7724",0,0,30
"7725",100,85,66
"7726",0,0,65
"7727",85,85,31
"7728",-9,0,80
"7729",0,0,33
"7730",0,0,76
"7731",2,-6,69
"7732",0,0,48
"7733",15,-6,33
"7734",15,0,57
"7735",0,-6,36
"7736",0,0,77
"7737",0,0,69
"7738",70,85,79
"7739",0,-6,37
"7740",0,0,59
"7741",100,95,80
"7742",85,100,32
"7743",30,-6,47
"7744",30,85,60
"7745",85,60,23
"7746",0,-6,51
"7747",15,-9,42
"7748",0,-6,25
"7749",40,15,55
"7750",0,0,72
"7751",60,15,58
"7752",60,-6,31
"7753",100,100,78
"7754",85,70,56
"7755",0,0,71
"7756",0,0,65
"7757",0,15,69
"7758",0,0,50
"7759",100,85,80
"7760",0,0,36
"7761",100,85,44
"7762",15,15,53
"7763",85,-6,45
"7764",0,-6,25
"7765",0,0,52
"7766",0,0,34
"7767",0,0,78
"7768",15,-7,45
"7769",1,0,-9
"7770",60,50,23
"7771",15,40,51
"7772",60,60,80
"7773",1,0,72
"7774",10,0,41
"7775",0,-6,24
"7776",0,0,30
"7777",85,40,55
"7778",40,15,49
"7779",100,100,74
"7780",85,-6,48
"7781",0,0,64
"7782",85,-6,80
"7783",40,50,27
"7784",-9,70,-9
"7785",70,50,28
"7786",30,15,50
"7787",85,85,49
"7788",60,40,65
"7789",0,0,49
"7790",100,85,40
"7791",50,50,21
"7792",0,10,69
"7793",0,0,68
"7794",100,100,23
"7795",0,-6,32
"7796",0,0,59
"7797",30,15,51
"7798",0,0,52
"7799",15,50,22
"7800",70,85,80
"7801",0,15,47
"7802",0,0,67
"7803",0,15,29
"7804",100,100,62
"7805",60,0,65
"7806",85,85,47
"7807",70,50,20
"7808",0,-6,30
"7809",15,0,72
"7810",85,70,57
"7811",100,-6,48
"7812",15,0,70
"7813",40,0,61
"7814",0,0,77
"7815",0,0,80
"7816",100,100,80
"7817",15,40,33
"7818",0,15,18
"7819",0,15,32
"7820",40,-6,25
"7821",60,50,68
"7822",100,100,54
"7823",60,30,58
"7824",99,100,35
"7825",0,0,27
"7826",0,0,67
"7827",100,100,65
"7828",85,85,80
"7829",99,100,66
"7830",100,100,46
"7831",15,15,72
"7832",0,0,80
"7833",0,0,63
"7834",100,100,47
"7835",15,0,72
"7836",85,70,61
"7837",0,0,61
"7838",50,60,26
"7839",10,0,48
"7840",70,100,74
"7841",85,-6,79
"7842",70,70,23
"7843",100,100,79
"7844",100,100,70
"7845",0,-6,30
"7846",0,0,54
"7847",0,0,68
"7848",0,0,47
"7849",-9,100,50
"7850",55,-6,18
"7851",85,85,63
"7852",0,0,74
"7853",0,15,29
"7854",0,0,80
"7855",70,70,60
"7856",60,30,28
"7857",100,100,52
"7858",0,0,37
"7859",98,100,25
"7860",85,70,40
"7861",0,-6,27
"7862",30,-6,49
"7863",80,85,33
"7864",70,70,51
"7865",0,0,80
"7866",0,0,28
"7867",40,-6,33
"7868",70,-6,28
"7869",0,15,64
"7870",0,0,62
"7871",50,30,26
"7872",0,15,45
"7873",0,-7,79
"7874",0,0,72
"7875",100,-6,64
"7876",0,0,58
"7877",100,100,50
"7878",75,85,54
"7879",100,85,33
"7880",85,70,60
"7881",0,0,60
"7882",0,10,32
"7883",100,100,59
"7884",60,70,64
"7885",40,40,23
"7886",30,15,21
"7887",40,5,72
"7888",0,0,74
"7889",60,-6,34
"7890",100,85,62
"7891",70,70,56
"7892",60,60,19
"7893",0,0,64
"7894",30,-6,61
"7895",85,85,72
"7896",0,-6,37
"7897",100,50,37
"7898",70,80,66
"7899",0,0,35
"7900",0,0,46
"7901",15,15,73
"7902",0,15,28
"7903",0,0,62
"7904",100,85,61
"7905",100,100,31
"7906",0,0,50
"7907",0,0,45
"7908",0,0,67
"7909",70,70,51
"7910",0,0,71
"7911",80,-6,67
"7912",0,-6,-9
"7913",70,-9,64
"7914",0,0,73
"7915",70,25,30
"7916",70,70,73
"7917",30,5,35
"7918",0,0,80
"7919",100,85,63
"7920",0,0,56
"7921",15,-6,38
"7922",0,2,42
"7923",100,100,36
"7924",100,100,31
"7925",60,85,25
"7926",-9,-6,75
"7927",0,-6,54
"7928",0,0,27
"7929",30,15,28
"7930",100,85,59
"7931",0,0,35
"7932",85,80,32
"7933",85,85,40
"7934",0,0,80
"7935",15,15,37
"7936",60,-6,-9
"7937",0,0,65
"7938",0,0,35
"7939",0,0,-9
"7940",85,85,69
"7941",-9,60,76
"7942",70,70,20
"7943",0,25,75
"7944",0,0,19
"7945",70,100,24
"7946",100,-6,46
"7947",0,50,32
"7948",100,100,71
"7949",85,85,61
"7950",0,0,44
"7951",30,0,39
"7952",85,85,58
"7953",100,85,71
"7954",100,100,45
"7955",85,40,37
"7956",0,-6,26
"7957",0,-6,36
"7958",85,70,63
"7959",45,45,41
"7960",85,100,58
"7961",100,-6,50
"7962",0,0,54
"7963",85,70,32
"7964",3,0,34
"7965",0,0,48
"7966",15,0,68
"7967",0,-6,31
"7968",100,100,57
"7969",40,30,58
"7970",15,-6,30
"7971",0,-6,47
"7972",40,30,45
"7973",60,60,56
"7974",40,60,37
"7975",0,40,66
"7976",30,0,54
"7977",15,15,39
"7978",85,85,49
"7979",0,0,53
"7980",85,-6,65
"7981",2,0,61
"7982",0,0,65
"7983",68,100,24
"7984",100,100,74
"7985",15,0,26
"7986",60,70,43
"7987",0,0,59
"7988",0,0,80
"7989",0,0,69
"7990",100,100,63
"7991",0,0,45
"7992",0,0,80
"7993",0,0,50
"7994",100,100,34
"7995",60,50,75
"7996",0,55,38
"7997",85,85,80
"7998",50,5,51
"7999",0,0,28
"8000",100,100,39
"8001",0,0,71
"8002",85,100,66
"8003",100,100,42
"8004",85,100,27
"8005",85,100,55
"8006",-9,0,52
"8007",0,0,38
"8008",100,100,42
"8009",70,70,64
"8010",85,-6,45
"8011",0,15,27
"8012",85,85,25
"8013",0,0,38
"8014",0,1,42
"8015",0,0,49
"8016",10,30,22
"8017",100,-6,59
"8018",40,0,57
"8019",0,-6,49
"8020",15,60,39
"8021",0,0,73
"8022",100,100,73
"8023",30,15,43
"8024",50,15,45
"8025",60,60,66
"8026",-9,0,72
"8027",0,0,58
"8028",70,15,38
"8029",15,15,60
"8030",0,50,32
"8031",15,0,60
"8032",40,15,45
"8033",85,-6,32
"8034",0,0,59
"8035",15,0,40
"8036",30,-6,72
"8037",100,100,62
"8038",0,15,28
"8039",20,30,72
"8040",0,0,65
"8041",70,70,50
"8042",15,-7,33
"8043",0,0,32
"8044",0,15,19
"8045",55,0,27
"8046",70,55,58
"8047",0,0,69
"8048",60,-6,33
"8049",100,-6,67
"8050",100,100,63
"8051",100,100,69
"8052",85,90,32
"8053",15,30,48
"8054",60,70,45
"8055",30,-6,57
"8056",0,-6,47
"8057",70,85,57
"8058",15,-6,56
"8059",100,-6,30
"8060",15,-6,-9
"8061",0,0,70
"8062",0,0,55
"8063",0,0,59
"8064",15,0,80
"8065",15,0,69
"8066",30,30,25
"8067",100,100,55
"8068",0,0,60
"8069",85,100,44
"8070",95,-6,30
"8071",100,100,80
"8072",85,85,44
"8073",0,-6,73
"8074",0,0,78
"8075",0,-6,23
"8076",100,100,77
"8077",10,0,25
"8078",100,-6,40
"8079",0,15,45
"8080",100,-6,47
"8081",85,85,64
"8082",30,30,45
"8083",15,15,35
"8084",100,85,76
"8085",85,85,58
"8086",85,40,48
"8087",15,30,42
"8088",10,-6,28
"8089",100,100,56
"8090",60,-6,43
"8091",0,0,52
"8092",0,50,46
"8093",0,0,63
"8094",100,100,32
"8095",75,100,79
"8096",30,50,47
"8097",15,30,80
"8098",0,0,34
"8099",40,30,76
"8100",0,0,55
"8101",40,40,22
"8102",40,15,35
"8103",0,-6,51
"8104",10,10,32
"8105",85,70,60
"8106",0,0,35
"8107",0,0,31
"8108",15,30,35
"8109",0,0,69
"8110",15,15,73
"8111",0,0,74
"8112",60,-6,50
"8113",85,100,45
"8114",0,0,67
"8115",0,0,38
"8116",0,5,65
"8117",90,100,34
"8118",70,85,29
"8119",0,15,33
"8120",0,0,38
"8121",100,100,71
"8122",85,100,30
"8123",85,60,42
"8124",0,15,18
"8125",0,0,62
"8126",90,70,53
"8127",0,0,29
"8128",0,-6,22
"8129",0,0,73
"8130",0,30,30
"8131",85,70,51
"8132",70,40,57
"8133",0,0,38
"8134",5,1,35
"8135",0,0,69
"8136",100,-6,80
"8137",100,1,78
"8138",0,0,38
"8139",0,0,62
"8140",60,75,32
"8141",50,85,38
"8142",85,60,28
"8143",100,100,30
"8144",15,-6,62
"8145",60,60,25
"8146",0,0,25
"8147",15,35,44
"8148",0,0,35
"8149",0,0,60
"8150",100,100,24
"8151",0,0,69
"8152",100,100,36
"8153",100,85,79
"8154",100,1,78
"8155",100,85,66
"8156",15,0,44
"8157",70,75,67
"8158",15,15,43
"8159",0,15,18
"8160",0,0,64
"8161",60,-6,27
"8162",0,0,70
"8163",0,0,41
"8164",100,100,62
"8165",15,30,80
"8166",0,-6,-9
"8167",1,-6,33
"8168",0,0,69
"8169",50,-7,27
"8170",0,15,25
"8171",30,15,69
"8172",99,100,40
"8173",0,0,43
"8174",0,0,29
"8175",0,0,33
"8176",40,15,55
"8177",0,-6,41
"8178",70,70,56
"8179",70,70,65
"8180",80,85,39
"8181",100,-6,74
"8182",0,-6,24
"8183",70,40,73
"8184",0,0,51
"8185",0,0,56
"8186",0,0,40
"8187",70,85,43
"8188",0,0,69
"8189",85,70,48
"8190",60,40,72
"8191",0,0,62
"8192",0,0,32
"8193",85,70,66
"8194",100,100,62
"8195",0,0,30
"8196",100,-9,56
"8197",100,100,40
"8198",70,60,30
"8199",0,0,59
"8200",100,-6,36
"8201",60,-6,58
"8202",-9,15,79
"8203",15,0,61
"8204",70,75,51
"8205",70,85,71
"8206",0,0,37
"8207",15,-6,75
"8208",0,30,45
"8209",30,10,50
"8210",0,0,67
"8211",0,30,51
"8212",15,0,73
"8213",0,0,35
"8214",100,40,59
"8215",0,-6,42
"8216",15,-6,70
"8217",0,0,77
"8218",0,10,64
"8219",15,0,60
"8220",30,2,59
"8221",85,60,73
"8222",70,85,66
"8223",0,15,40
"8224",0,0,40
"8225",100,100,33
"8226",5,-6,52
"8227",0,0,19
"8228",0,0,57
"8229",65,45,43
"8230",0,0,65
"8231",0,15,30
"8232",0,0,52
"8233",0,0,55
"8234",40,60,25
"8235",85,85,49
"8236",85,85,50
"8237",0,0,70
"8238",0,0,76
"8239",85,85,74
"8240",0,0,37
"8241",30,-6,71
"8242",100,100,27
"8243",60,30,55
"8244",0,0,28
"8245",85,85,80
"8246",0,0,31
"8247",100,60,27
"8248",70,85,59
"8249",0,-6,49
"8250",0,0,25
"8251",-9,15,-9
"8252",0,0,35
"8253",85,85,53
"8254",15,0,25
"8255",65,79,69
"8256",0,0,69
"8257",0,0,49
"8258",-9,0,58
"8259",0,0,80
"8260",15,0,23
"8261",0,0,37
"8262",0,0,25
"8263",0,0,45
"8264",40,15,30
"8265",0,0,80
"8266",85,15,26
"8267",0,0,46
"8268",85,100,46
"8269",100,100,68
"8270",0,0,67
"8271",20,20,-9
"8272",100,-6,50
"8273",0,0,47
"8274",100,100,65
"8275",85,85,54
"8276",100,100,26
"8277",70,70,52
"8278",30,30,45
"8279",100,100,65
"8280",0,0,38
