"","V202290x","V201507x","V202073"
"4124",4,37,2
"4125",4,24,-1
"4126",4,72,1
"4127",4,60,1
"4128",2,29,5
"4129",4,70,1
"4130",4,65,1
"4131",4,60,1
"4132",3,64,1
"4133",4,61,-1
"4134",4,62,1
"4135",1,70,1
"4136",4,40,2
"4137",4,36,1
"4138",-6,41,-6
"4139",4,68,1
"4140",4,56,2
"4141",4,29,-1
"4142",4,58,2
"4143",1,-9,1
"4144",-7,80,-7
"4145",4,25,1
"4146",4,72,1
"4147",4,47,-1
"4148",-6,50,-6
"4149",-6,53,-6
"4150",1,50,-1
"4151",4,46,-1
"4152",4,60,2
"4153",2,66,2
"4154",4,26,-1
"4155",4,71,2
"4156",1,40,1
"4157",2,75,2
"4158",4,49,-1
"4159",4,57,2
"4160",-6,36,-6
"4161",-5,29,-1
"4162",4,57,1
"4163",4,57,-1
"4164",4,36,2
"4165",2,74,2
"4166",1,63,2
"4167",4,42,2
"4168",2,-9,1
"4169",4,28,-1
"4170",4,69,1
"4171",4,56,1
"4172",4,23,1
"4173",4,62,1
"4174",4,58,-1
"4175",-6,23,-6
"4176",4,34,4
"4177",-6,62,-6
"4178",-6,28,-6
"4179",4,54,1
"4180",1,-9,2
"4181",4,20,1
"4182",-6,76,-6
"4183",2,54,1
"4184",4,71,1
"4185",4,20,-1
"4186",4,44,-1
"4187",4,-9,1
"4188",5,30,2
"4189",4,-9,2
"4190",-6,43,-6
"4191",4,-9,-1
"4192",1,58,2
"4193",4,75,1
"4194",2,58,-1
"4195",2,71,2
"4196",2,64,2
"4197",1,-9,-1
"4198",4,66,1
"4199",4,44,1
"4200",4,-9,-1
"4201",4,75,1
"4202",-6,38,-6
"4203",4,26,2
"4204",1,69,2
"4205",4,51,1
"4206",-6,53,-6
"4207",1,29,2
"4208",4,46,2
"4209",4,30,-1
"4210",4,33,-1
"4211",2,65,-1
"4212",1,72,2
"4213",4,31,1
"4214",2,80,2
"4215",4,39,2
"4216",4,35,-1
"4217",4,26,1
"4218",4,37,1
"4219",2,80,2
"4220",4,34,1
"4221",4,66,1
"4222",-2,36,2
"4223",-6,34,-6
"4224",6,63,1
"4225",-6,29,-6
"4226",4,60,2
"4227",-6,-9,-6
"4228",2,73,2
"4229",-6,25,-6
"4230",4,55,1
"4231",4,27,1
"4232",4,22,1
"4233",2,77,1
"4234",6,26,1
"4235",-6,19,-6
"4236",-6,-9,-6
"4237",-7,76,-7
"4238",1,60,2
"4239",6,64,2
"4240",3,19,1
"4241",4,42,2
"4242",4,80,2
"4243",1,65,1
"4244",-6,57,-6
"4245",-6,-9,-6
"4246",4,80,1
"4247",2,39,2
"4248",4,76,2
"4249",4,44,1
"4250",4,29,-1
"4251",4,59,2
"4252",4,37,1
"4253",1,66,2
"4254",2,71,2
"4255",4,35,1
"4256",4,47,2
"4257",3,40,-1
"4258",4,80,-1
"4259",1,19,2
"4260",4,19,1
"4261",6,38,2
"4262",2,73,2
"4263",4,41,1
"4264",-5,54,2
"4265",-6,69,-6
"4266",4,22,1
"4267",4,20,1
"4268",5,48,1
"4269",4,72,1
"4270",1,80,2
"4271",4,42,2
"4272",4,26,-1
"4273",-6,41,-6
"4274",4,35,-1
"4275",4,53,2
"4276",2,77,-1
"4277",4,25,-1
"4278",2,66,2
"4279",4,63,1
"4280",4,40,-1
"4281",2,69,2
"4282",7,48,-1
"4283",3,29,2
"4284",4,37,2
"4285",2,24,1
"4286",4,28,-1
"4287",4,-9,1
"4288",4,37,1
"4289",4,68,-1
"4290",4,70,2
"4291",1,80,2
"4292",4,66,1
"4293",4,46,1
"4294",4,19,-1
"4295",4,-9,1
"4296",3,60,1
"4297",4,57,-1
"4298",4,58,1
"4299",4,76,2
"4300",4,80,-1
"4301",-6,22,-6
"4302",4,75,1
"4303",1,58,2
"4304",4,51,-1
"4305",1,23,-1
"4306",4,47,1
"4307",4,73,2
"4308",4,48,1
"4309",4,66,2
"4310",4,47,1
"4311",1,67,2
"4312",6,62,1
"4313",4,40,1
"4314",4,41,3
"4315",2,74,2
"4316",3,38,1
"4317",4,65,1
"4318",4,46,1
"4319",4,35,2
"4320",2,71,2
"4321",4,51,1
"4322",-2,-9,-1
"4323",-7,80,-7
"4324",4,-9,1
"4325",4,52,1
"4326",2,62,-1
"4327",4,39,-1
"4328",4,74,1
"4329",4,19,1
"4330",4,70,1
"4331",4,28,-1
"4332",1,56,2
"4333",4,62,1
"4334",4,27,1
"4335",1,45,2
"4336",4,24,2
"4337",2,65,1
"4338",4,76,2
"4339",6,19,-1
"4340",1,39,2
"4341",-6,65,-6
"4342",4,36,1
"4343",4,45,2
"4344",4,69,1
"4345",4,21,1
"4346",4,46,-1
"4347",1,44,2
"4348",2,60,1
"4349",1,67,2
"4350",2,77,1
"4351",1,57,2
"4352",6,37,-1
"4353",1,71,2
"4354",4,28,-1
"4355",4,49,2
"4356",4,57,1
"4357",4,49,2
"4358",4,70,-1
"4359",-6,32,-6
"4360",2,77,2
"4361",4,47,1
"4362",4,80,-1
"4363",2,30,2
"4364",4,33,-1
"4365",4,61,1
"4366",4,29,2
"4367",4,65,1
"4368",4,28,1
"4369",4,36,1
"4370",4,71,-1
"4371",4,35,1
"4372",4,50,1
"4373",4,-9,1
"4374",4,-9,-9
"4375",1,68,2
"4376",4,-9,2
"4377",1,55,2
"4378",-6,26,-6
"4379",1,60,2
"4380",4,39,1
"4381",2,51,1
"4382",3,55,1
"4383",4,58,1
"4384",4,70,3
"4385",4,27,1
"4386",4,52,-1
"4387",-5,28,2
"4388",4,40,2
"4389",4,38,1
"4390",3,46,1
"4391",4,33,1
"4392",1,69,1
"4393",2,44,2
"4394",1,53,2
"4395",1,71,-1
"4396",4,67,1
"4397",3,59,-9
"4398",4,67,1
"4399",4,26,-1
"4400",4,43,1
"4401",4,51,-1
"4402",4,35,-1
"4403",2,72,-1
"4404",1,66,2
"4405",4,50,1
"4406",-6,70,-6
"4407",4,41,1
"4408",-6,36,-6
"4409",4,25,-1
"4410",4,46,2
"4411",-6,35,-6
"4412",-6,57,-6
"4413",4,50,1
"4414",4,41,2
"4415",4,45,1
"4416",1,69,2
"4417",-6,21,-6
"4418",1,80,1
"4419",1,39,1
"4420",1,-9,-1
"4421",1,38,2
"4422",4,38,-1
"4423",4,41,1
"4424",4,26,1
"4425",4,40,1
"4426",2,-9,2
"4427",1,51,2
"4428",4,46,1
"4429",2,64,1
"4430",4,-9,-1
"4431",2,35,-1
"4432",-6,62,-6
"4433",2,70,-1
"4434",4,50,1
"4435",4,67,2
"4436",-6,-9,-6
"4437",4,73,1
"4438",4,33,-1
"4439",-5,31,-1
"4440",4,20,1
"4441",4,-9,1
"4442",4,55,-9
"4443",-6,50,-6
"4444",4,70,1
"4445",4,39,2
"4446",1,51,2
"4447",4,61,-1
"4448",4,23,-1
"4449",4,32,2
"4450",4,69,2
"4451",4,57,-1
"4452",-6,44,-6
"4453",4,23,-1
"4454",4,51,-1
"4455",4,38,-1
"4456",2,73,2
"4457",4,69,1
"4458",2,37,1
"4459",3,46,1
"4460",2,73,2
"4461",1,-9,2
"4462",-6,73,-6
"4463",4,65,1
"4464",4,34,2
"4465",4,28,1
"4466",1,27,2
"4467",-7,55,-7
"4468",4,55,1
"4469",4,65,1
"4470",2,71,2
"4471",1,54,1
"4472",4,50,2
"4473",4,74,2
"4474",4,53,-1
"4475",4,29,1
"4476",4,72,1
"4477",4,-9,2
"4478",4,48,1
"4479",4,69,1
"4480",4,36,-1
"4481",4,-9,2
"4482",2,26,1
"4483",4,23,1
"4484",4,60,2
"4485",4,54,-1
"4486",4,27,1
"4487",4,45,2
"4488",4,69,1
"4489",4,30,1
"4490",2,80,1
"4491",2,65,2
"4492",4,76,2
"4493",7,39,-1
"4494",1,60,2
"4495",1,40,5
"4496",1,37,-1
"4497",4,42,5
"4498",4,63,1
"4499",4,54,2
"4500",5,25,1
"4501",4,29,5
"4502",4,25,1
"4503",4,73,1
"4504",4,22,-1
"4505",1,80,2
"4506",4,36,1
"4507",4,39,1
"4508",4,35,1
"4509",4,25,1
"4510",4,29,1
"4511",4,48,2
"4512",4,64,2
"4513",2,80,2
"4514",-6,80,-6
"4515",4,65,1
"4516",4,56,-1
"4517",2,39,2
"4518",-6,58,-6
"4519",4,56,2
"4520",4,65,2
"4521",1,80,1
"4522",2,48,2
"4523",6,65,1
"4524",4,30,2
"4525",-7,80,-7
"4526",4,39,2
"4527",1,22,1
"4528",2,69,-1
"4529",4,46,-1
"4530",4,37,1
"4531",2,-9,2
"4532",7,31,1
"4533",4,65,2
"4534",4,67,2
"4535",4,80,1
"4536",4,57,2
"4537",4,56,1
"4538",4,31,1
"4539",3,44,1
"4540",4,33,1
"4541",-6,73,-6
"4542",4,70,1
"4543",4,39,2
"4544",1,62,-1
"4545",4,45,2
"4546",4,18,-1
"4547",4,22,1
"4548",-6,29,-6
"4549",4,24,2
"4550",-6,56,-6
"4551",1,33,2
"4552",4,55,1
"4553",4,34,2
"4554",4,70,1
"4555",4,60,2
"4556",4,35,2
"4557",6,41,-1
"4558",4,48,2
"4559",4,51,2
"4560",2,53,2
"4561",4,80,-1
"4562",4,34,2
"4563",4,65,1
"4564",-7,65,-7
"4565",4,58,1
"4566",4,75,2
"4567",4,42,2
"4568",2,34,2
"4569",4,50,1
"4570",4,40,1
"4571",4,71,1
"4572",4,53,1
"4573",-6,62,-6
"4574",1,43,1
"4575",4,64,1
"4576",4,47,5
"4577",1,58,2
"4578",1,52,2
"4579",1,61,2
"4580",6,80,-1
"4581",4,63,2
"4582",-6,64,-6
"4583",-6,38,-6
"4584",2,57,-1
"4585",1,71,2
"4586",4,32,1
"4587",4,70,2
"4588",4,40,1
"4589",-2,66,2
"4590",4,33,-1
"4591",-6,33,-6
"4592",4,65,1
"4593",4,58,2
"4594",4,40,1
"4595",4,53,-9
"4596",4,70,1
"4597",4,35,-1
"4598",1,74,2
"4599",1,49,2
"4600",-6,48,-6
"4601",1,79,-9
"4602",4,33,2
"4603",2,60,2
"4604",4,67,2
"4605",4,43,2
"4606",4,-9,2
"4607",1,75,1
"4608",-6,80,-6
"4609",4,60,-1
"4610",4,33,-1
"4611",4,59,2
"4612",7,27,1
"4613",2,67,1
"4614",-6,35,-6
"4615",4,50,1
"4616",4,74,2
"4617",2,37,2
"4618",-5,41,1
"4619",2,76,1
"4620",4,51,-1
"4621",-6,35,-6
"4622",4,76,1
"4623",4,73,2
"4624",1,36,2
"4625",4,58,2
"4626",4,41,1
"4627",4,23,1
"4628",6,50,1
"4629",1,70,2
"4630",4,61,1
"4631",4,44,2
"4632",6,24,1
"4633",3,71,2
"4634",2,45,2
"4635",4,-9,1
"4636",4,-9,5
"4637",4,73,2
"4638",4,59,1
"4639",2,21,-1
"4640",2,41,2
"4641",4,61,-1
"4642",4,18,2
"4643",-6,19,-6
"4644",4,50,1
"4645",4,40,-1
"4646",4,28,-1
"4647",4,-9,12
"4648",4,34,2
"4649",2,30,1
"4650",-6,64,-6
"4651",4,39,1
"4652",4,33,2
"4653",-6,-9,-6
"4654",2,72,1
"4655",4,69,-1
"4656",1,57,2
"4657",4,72,1
"4658",4,44,2
"4659",4,57,2
"4660",1,67,-1
"4661",4,54,1
"4662",4,67,-1
"4663",6,72,1
"4664",6,31,2
"4665",4,69,2
"4666",4,33,1
"4667",4,57,2
"4668",4,46,2
"4669",4,73,1
"4670",4,64,2
"4671",4,18,-1
"4672",2,66,-1
"4673",5,36,-1
"4674",4,64,1
"4675",4,45,1
"4676",7,41,1
"4677",4,29,-1
"4678",4,53,1
"4679",4,65,-1
"4680",4,62,1
"4681",1,79,2
"4682",4,62,2
"4683",4,73,1
"4684",4,64,2
"4685",-6,70,-6
"4686",4,52,1
"4687",-6,20,-6
"4688",2,54,2
"4689",1,41,2
"4690",2,72,1
"4691",4,29,1
"4692",3,43,1
"4693",4,31,1
"4694",4,69,1
"4695",4,39,1
"4696",4,71,1
"4697",4,43,1
"4698",4,23,-1
"4699",2,77,-1
"4700",4,47,1
"4701",4,26,-1
"4702",4,29,-1
"4703",6,30,1
"4704",-6,80,-6
"4705",4,43,1
"4706",4,50,2
"4707",-6,28,-6
"4708",-7,41,-7
"4709",2,46,2
"4710",-7,39,-7
"4711",4,64,-1
"4712",6,44,1
"4713",4,30,1
"4714",2,27,1
"4715",4,53,-1
"4716",4,68,2
"4717",1,66,2
"4718",4,26,2
"4719",5,47,1
"4720",6,75,1
"4721",4,43,-1
"4722",2,65,2
"4723",-6,60,-6
"4724",2,39,-1
"4725",4,56,1
"4726",4,80,2
"4727",4,-9,-1
"4728",4,40,-1
"4729",4,40,2
"4730",4,33,1
"4731",4,24,1
"4732",-6,49,-6
"4733",4,80,-1
"4734",4,57,2
"4735",1,-9,-1
"4736",4,71,2
"4737",4,37,-1
"4738",-6,74,-6
"4739",4,18,-1
"4740",7,28,4
"4741",4,60,1
"4742",1,38,-1
"4743",4,41,1
"4744",4,65,1
"4745",2,67,2
"4746",4,-9,1
"4747",2,66,1
"4748",1,46,1
"4749",1,40,2
"4750",-6,56,-6
"4751",4,-9,2
"4752",4,73,1
"4753",4,71,-1
"4754",4,80,1
"4755",-6,51,-6
"4756",4,34,1
"4757",-7,-9,-7
"4758",1,27,1
"4759",-6,-9,-6
"4760",4,22,1
"4761",4,48,2
"4762",4,28,2
"4763",1,79,2
"4764",7,31,2
"4765",2,70,1
"4766",-6,58,-6
"4767",4,80,2
"4768",4,55,1
"4769",1,60,1
"4770",1,57,2
"4771",2,68,2
"4772",4,73,2
"4773",2,75,2
"4774",4,27,1
"4775",-6,76,-6
"4776",4,20,1
"4777",4,32,1
"4778",4,37,2
"4779",1,-9,-1
"4780",4,78,1
"4781",4,53,1
"4782",4,26,1
"4783",-6,64,-6
"4784",-6,60,-6
"4785",4,55,1
"4786",4,20,1
"4787",4,58,2
"4788",4,75,2
"4789",-6,63,-6
"4790",1,65,2
"4791",-6,31,-6
"4792",4,50,2
"4793",4,67,-1
"4794",4,60,2
"4795",1,80,2
"4796",4,64,1
"4797",4,24,1
"4798",4,74,-1
"4799",4,60,1
"4800",1,65,2
"4801",2,75,1
"4802",4,30,1
"4803",4,30,-1
"4804",4,45,2
"4805",-6,43,-6
"4806",4,60,1
"4807",4,66,5
"4808",1,35,2
"4809",1,40,1
"4810",4,80,2
"4811",5,38,2
"4812",4,60,-1
"4813",4,26,-1
"4814",4,60,2
"4815",4,70,1
"4816",2,49,-1
"4817",4,54,-1
"4818",4,43,2
"4819",2,57,2
"4820",4,34,-1
"4821",4,65,1
"4822",1,68,1
"4823",4,68,-9
"4824",2,28,-1
"4825",4,67,-1
"4826",4,72,-1
"4827",4,59,1
"4828",2,46,2
"4829",4,35,1
"4830",-6,64,-6
"4831",1,49,-1
"4832",4,27,1
"4833",4,61,1
"4834",-6,68,-6
"4835",4,61,2
"4836",4,62,1
"4837",4,55,1
"4838",4,56,-1
"4839",5,23,1
"4840",-6,79,-6
"4841",2,80,1
"4842",1,80,1
"4843",4,80,-1
"4844",4,39,1
"4845",4,18,2
"4846",-5,29,1
"4847",4,67,1
"4848",4,68,1
"4849",4,22,2
"4850",4,-9,-1
"4851",2,41,2
"4852",4,41,1
"4853",6,36,-1
"4854",4,-9,12
"4855",-2,-9,1
"4856",4,30,2
"4857",4,-9,1
"4858",-6,20,-6
"4859",4,53,2
"4860",4,47,2
"4861",4,43,2
"4862",4,63,2
"4863",1,22,-1
"4864",-5,80,-1
"4865",4,73,1
"4866",4,31,1
"4867",4,57,2
"4868",2,71,1
"4869",1,64,1
"4870",4,69,1
"4871",4,67,2
"4872",4,58,1
"4873",4,19,1
"4874",4,42,-1
"4875",4,24,-1
"4876",4,77,2
"4877",6,37,1
"4878",4,55,2
"4879",3,69,2
"4880",4,68,1
"4881",4,24,1
"4882",1,59,1
"4883",4,29,-1
"4884",-6,-9,-6
"4885",1,73,2
"4886",-6,39,-6
"4887",4,-9,2
"4888",6,77,-1
"4889",3,-9,1
"4890",-6,-9,-6
"4891",4,53,2
"4892",2,53,1
"4893",2,68,2
"4894",4,40,1
"4895",2,25,-1
"4896",4,40,1
"4897",2,43,-1
"4898",7,51,1
"4899",1,57,1
"4900",2,65,2
"4901",4,80,2
"4902",-6,42,-6
"4903",4,48,1
"4904",4,38,-1
"4905",7,31,2
"4906",4,65,1
"4907",4,41,-1
"4908",4,-9,5
"4909",2,80,-1
"4910",1,40,-1
"4911",4,38,1
"4912",4,68,-1
"4913",4,30,1
"4914",4,65,2
"4915",1,66,2
"4916",4,51,2
"4917",2,51,2
"4918",6,20,1
"4919",4,32,1
"4920",4,41,2
"4921",4,57,-9
"4922",-6,54,-6
"4923",4,42,-1
"4924",1,52,2
"4925",4,76,2
"4926",2,65,1
"4927",4,72,-1
"4928",-6,39,-6
"4929",4,47,1
"4930",2,40,2
"4931",-6,27,-6
"4932",3,32,1
"4933",4,66,1
"4934",4,64,1
"4935",4,67,1
"4936",4,31,-1
"4937",4,72,1
"4938",-7,45,-7
"4939",4,24,-1
"4940",4,29,1
"4941",4,39,1
"4942",4,52,1
"4943",1,57,2
"4944",4,56,2
"4945",7,27,1
"4946",4,46,1
"4947",1,57,2
"4948",4,75,1
"4949",4,54,-1
"4950",2,71,2
"4951",4,42,1
"4952",-6,58,-6
"4953",2,58,1
"4954",4,69,1
"4955",2,19,2
"4956",-6,34,-6
"4957",1,53,1
"4958",2,72,2
"4959",4,44,-1
"4960",4,36,2
"4961",4,25,1
"4962",4,55,1
"4963",1,33,2
"4964",4,78,2
"4965",-6,51,-6
"4966",4,80,-1
"4967",4,51,2
"4968",2,55,1
"4969",4,18,1
"4970",4,65,-1
"4971",4,43,-1
"4972",6,18,1
"4973",4,51,1
"4974",4,35,2
"4975",-6,69,-6
"4976",1,75,-1
"4977",-6,63,-6
"4978",4,80,2
"4979",4,33,-1
"4980",4,68,-1
"4981",4,28,2
"4982",-6,27,-6
"4983",2,33,-1
"4984",4,30,2
"4985",4,53,1
"4986",-6,58,-6
"4987",4,27,1
"4988",1,50,2
"4989",4,-9,2
"4990",4,37,1
"4991",2,63,2
"4992",-6,19,-6
"4993",4,25,-1
"4994",4,71,-1
"4995",1,55,1
"4996",-6,29,-6
"4997",4,52,-1
"4998",4,32,1
"4999",1,52,2
"5000",4,66,2
"5001",4,66,2
"5002",4,57,2
"5003",4,39,2
"5004",4,21,1
"5005",5,34,1
"5006",4,-9,2
"5007",4,35,1
"5008",1,80,1
"5009",-6,26,-6
"5010",4,75,-1
"5011",-6,34,-6
"5012",4,43,-1
"5013",5,21,1
"5014",4,25,1
"5015",4,45,-1
"5016",4,35,-1
"5017",-6,18,-6
"5018",4,39,1
"5019",2,71,2
"5020",7,-9,1
"5021",-6,55,-6
"5022",2,-9,2
"5023",-6,78,-6
"5024",4,44,1
"5025",2,68,1
"5026",3,35,1
"5027",4,63,-1
"5028",4,72,-9
"5029",4,74,1
"5030",-6,-9,-6
"5031",4,76,1
"5032",4,26,-1
"5033",4,39,1
"5034",4,31,-1
"5035",3,34,-1
"5036",-5,38,-1
"5037",4,58,-1
"5038",4,63,1
"5039",4,73,1
"5040",4,43,2
"5041",4,80,2
"5042",4,29,1
"5043",2,71,1
"5044",2,49,2
"5045",4,63,2
"5046",4,34,1
"5047",7,65,1
"5048",4,31,2
"5049",-6,79,-6
"5050",4,67,2
"5051",4,65,1
"5052",-6,30,-6
"5053",4,50,1
"5054",4,71,1
"5055",4,73,1
"5056",4,50,1
"5057",-6,30,-6
"5058",4,41,1
"5059",2,-9,2
"5060",1,18,2
"5061",1,77,2
"5062",4,19,1
"5063",4,40,5
"5064",2,74,2
"5065",4,37,-1
"5066",4,75,2
"5067",-6,37,-6
"5068",4,80,1
"5069",4,69,1
"5070",4,59,2
"5071",4,22,3
"5072",4,30,-1
"5073",4,44,1
"5074",4,64,1
"5075",-6,40,-6
"5076",4,61,1
"5077",4,29,1
"5078",4,78,1
"5079",2,71,1
"5080",-6,45,-6
"5081",-5,66,2
"5082",1,52,2
"5083",-6,40,-6
"5084",4,41,-1
"5085",4,31,1
"5086",4,66,-1
"5087",-6,24,-6
"5088",-6,34,-6
"5089",4,41,12
"5090",6,24,1
"5091",2,29,-1
"5092",3,36,2
"5093",1,41,2
"5094",2,80,2
"5095",-7,57,-7
"5096",4,57,2
"5097",-6,51,-6
"5098",4,66,2
"5099",4,45,1
"5100",2,25,-1
"5101",7,28,2
"5102",1,72,-1
"5103",4,36,2
"5104",6,21,1
"5105",4,64,2
"5106",-6,33,-6
"5107",1,47,2
"5108",4,28,1
"5109",1,40,-1
"5110",4,27,1
"5111",-6,68,-6
"5112",4,19,2
"5113",1,39,2
"5114",6,20,-1
"5115",1,46,1
"5116",4,55,2
"5117",1,56,2
"5118",2,68,1
"5119",1,74,2
"5120",4,28,1
"5121",4,68,2
"5122",4,21,2
"5123",4,61,2
"5124",-6,31,-6
"5125",4,-9,-1
"5126",3,72,2
"5127",2,72,2
"5128",6,59,-1
"5129",1,62,2
"5130",-6,-9,-6
"5131",4,35,2
"5132",5,38,1
"5133",2,21,2
"5134",1,48,2
"5135",5,41,1
"5136",4,46,2
"5137",2,34,-1
"5138",4,44,1
"5139",4,61,2
"5140",4,48,2
"5141",1,35,-1
"5142",6,35,-1
"5143",-6,58,-6
"5144",2,68,1
"5145",4,60,2
"5146",4,70,2
"5147",4,63,2
"5148",4,47,2
"5149",4,69,-1
"5150",7,66,1
"5151",4,30,1
"5152",4,25,-1
"5153",4,52,2
"5154",2,37,2
"5155",4,75,2
"5156",-6,57,-6
"5157",4,50,1
"5158",4,63,1
"5159",4,39,2
"5160",4,63,1
"5161",3,47,1
"5162",4,32,2
"5163",4,67,1
"5164",4,61,1
"5165",1,35,-1
"5166",4,77,-1
"5167",4,53,-1
"5168",1,23,-1
"5169",-5,27,-1
"5170",2,-9,-1
"5171",3,80,2
"5172",-6,35,-6
"5173",2,79,2
"5174",4,49,-1
"5175",2,57,-9
"5176",4,70,1
"5177",4,33,1
"5178",1,60,1
"5179",4,32,1
"5180",4,55,2
"5181",1,67,2
"5182",4,-9,1
"5183",2,29,1
"5184",1,34,12
"5185",4,60,2
"5186",-6,-9,-6
"5187",4,57,1
"5188",4,80,-1
"5189",1,24,-1
"5190",-6,47,-6
"5191",-6,34,-6
"5192",4,75,1
"5193",1,38,1
"5194",4,32,-1
"5195",4,29,1
"5196",4,71,1
"5197",7,61,-1
"5198",4,37,1
"5199",4,66,2
"5200",2,37,2
"5201",4,-9,2
"5202",4,75,1
"5203",4,29,1
"5204",4,56,1
"5205",-5,31,-1
"5206",4,65,1
"5207",4,66,2
"5208",1,64,-1
"5209",-6,23,-6
"5210",4,39,2
"5211",4,29,3
"5212",-6,27,-6
"5213",-6,37,-6
"5214",-7,30,-7
"5215",4,42,1
"5216",4,29,2
"5217",4,53,-1
"5218",4,80,2
"5219",4,67,1
"5220",4,-9,1
"5221",2,73,1
"5222",4,70,2
"5223",1,33,2
"5224",4,53,2
"5225",4,58,1
"5226",1,39,2
"5227",4,45,-1
"5228",4,65,1
"5229",-6,58,-6
"5230",4,66,1
"5231",4,51,1
"5232",6,51,-1
"5233",4,55,2
"5234",1,29,2
"5235",4,32,2
"5236",6,26,-1
"5237",4,73,2
"5238",-6,24,-6
"5239",4,74,2
"5240",4,46,2
"5241",4,48,2
"5242",2,54,2
"5243",4,27,1
"5244",7,32,-1
"5245",4,42,1
"5246",1,36,1
"5247",4,47,2
"5248",6,39,1
"5249",2,52,2
"5250",4,60,1
"5251",1,80,1
"5252",4,64,1
"5253",4,61,1
"5254",1,72,2
"5255",4,58,-1
"5256",-6,44,-6
"5257",1,75,2
"5258",4,77,1
"5259",4,67,1
"5260",4,65,1
"5261",4,58,2
"5262",4,67,2
"5263",4,49,1
"5264",2,55,1
"5265",2,79,-1
"5266",-6,70,-6
"5267",2,67,2
"5268",4,33,1
"5269",4,38,-1
"5270",4,44,1
"5271",4,80,-1
"5272",4,27,1
"5273",4,76,2
"5274",6,33,5
"5275",4,72,2
"5276",-6,80,-6
"5277",4,53,2
"5278",4,80,1
"5279",1,68,2
"5280",4,42,1
"5281",4,74,1
"5282",4,-9,2
"5283",4,68,2
"5284",2,55,2
"5285",4,35,2
"5286",4,80,1
"5287",4,60,1
"5288",4,80,2
"5289",2,74,1
"5290",3,29,2
"5291",4,61,1
"5292",4,43,1
"5293",4,68,2
"5294",1,57,2
"5295",5,23,-1
"5296",4,78,1
"5297",4,64,1
"5298",4,76,2
"5299",2,-9,2
"5300",4,58,2
"5301",1,68,2
"5302",4,68,1
"5303",1,59,1
"5304",4,41,-1
"5305",4,30,1
"5306",-6,35,-6
"5307",1,69,2
"5308",2,-9,1
"5309",4,21,1
"5310",-6,-9,-6
"5311",4,34,-1
"5312",-7,80,-7
"5313",2,49,1
"5314",-7,73,-7
"5315",4,62,2
"5316",7,19,-1
"5317",1,52,1
"5318",4,57,1
"5319",4,44,-1
"5320",4,40,2
"5321",3,44,2
"5322",4,44,1
"5323",2,72,2
"5324",-6,71,-6
"5325",4,36,1
"5326",-6,56,-6
"5327",2,56,2
"5328",4,66,2
"5329",1,66,2
"5330",4,-9,1
"5331",3,48,2
"5332",4,44,1
"5333",4,30,-1
"5334",4,80,2
"5335",1,80,2
"5336",-6,37,-6
"5337",1,30,1
"5338",4,36,12
"5339",2,34,2
"5340",4,59,1
"5341",4,51,-1
"5342",1,-9,12
"5343",-7,30,-7
"5344",4,80,1
"5345",2,80,1
"5346",4,25,2
"5347",-6,58,-6
"5348",-6,65,-6
"5349",2,38,2
"5350",2,61,2
"5351",4,38,1
"5352",6,33,1
"5353",4,-9,-1
"5354",-6,64,-6
"5355",6,70,1
"5356",4,28,1
"5357",1,34,-1
"5358",-6,38,-6
"5359",4,66,1
"5360",4,34,1
"5361",1,40,2
"5362",4,60,2
"5363",4,20,2
"5364",4,60,1
"5365",-5,56,2
"5366",-6,72,-6
"5367",4,68,1
"5368",2,56,-1
"5369",-6,60,-6
"5370",4,56,-1
"5371",4,39,1
"5372",4,38,1
"5373",4,65,1
"5374",1,22,2
"5375",4,39,1
"5376",1,66,2
"5377",4,44,1
"5378",4,46,1
"5379",4,80,2
"5380",4,49,-9
"5381",4,50,1
"5382",5,70,1
"5383",4,57,1
"5384",2,-9,-9
"5385",2,41,1
"5386",4,46,1
"5387",2,80,2
"5388",4,38,1
"5389",4,33,-1
"5390",5,34,-1
"5391",4,-9,-9
"5392",1,33,-1
"5393",4,19,-1
"5394",4,26,-1
"5395",2,29,-1
"5396",3,38,5
"5397",1,56,2
"5398",4,75,1
"5399",1,29,-1
"5400",4,47,-1
"5401",-6,20,-6
"5402",4,54,1
"5403",4,60,1
"5404",4,27,-1
"5405",1,25,-1
"5406",4,35,1
"5407",-6,70,-6
"5408",-6,77,-6
"5409",1,56,1
"5410",4,37,-1
"5411",1,56,2
"5412",4,48,2
"5413",-6,62,-6
"5414",-6,80,-6
"5415",5,28,2
"5416",4,40,4
"5417",4,68,2
"5418",-6,39,-6
"5419",4,61,-1
"5420",2,45,-1
"5421",4,78,1
"5422",3,71,1
"5423",4,63,1
"5424",4,61,-1
"5425",4,-9,-1
"5426",4,66,1
"5427",4,36,1
"5428",-6,-9,-6
"5429",4,77,1
"5430",4,80,2
"5431",1,65,1
"5432",4,55,-1
"5433",4,33,2
"5434",4,60,1
"5435",4,65,2
"5436",2,74,2
"5437",-6,78,-6
"5438",4,48,1
"5439",6,30,5
"5440",5,24,1
"5441",1,38,2
"5442",4,63,2
"5443",4,33,1
"5444",4,75,2
"5445",-6,69,-6
"5446",2,64,1
"5447",4,-9,1
"5448",4,37,-1
"5449",4,-9,2
"5450",4,51,1
"5451",4,57,2
"5452",4,27,1
"5453",4,46,-1
"5454",4,41,1
"5455",1,37,2
