"","V202290x","V201507x","V202073"
"8123",6,42,2
"8124",4,18,1
"8125",4,62,1
"8126",4,53,2
"8127",4,29,1
"8128",-6,22,-6
"8129",4,73,-1
"8130",3,30,-1
"8131",2,51,2
"8132",4,57,2
"8133",1,38,1
"8134",4,35,3
"8135",4,69,1
"8136",-6,80,-6
"8137",1,78,-9
"8138",4,38,1
"8139",4,62,1
"8140",4,32,2
"8141",1,38,-1
"8142",4,28,2
"8143",4,30,2
"8144",-6,62,-6
"8145",4,25,-1
"8146",4,25,1
"8147",4,44,-1
"8148",3,35,1
"8149",-2,60,1
"8150",4,24,2
"8151",-2,69,1
"8152",1,36,2
"8153",1,79,2
"8154",1,78,2
"8155",4,66,2
"8156",4,44,1
"8157",2,67,2
"8158",4,43,1
"8159",4,18,1
"8160",2,64,-1
"8161",-6,27,-6
"8162",6,70,1
"8163",4,41,-1
"8164",1,62,2
"8165",1,80,1
"8166",-6,-9,-6
"8167",-6,33,-6
"8168",4,69,3
"8169",-7,27,-7
"8170",4,25,1
"8171",4,69,1
"8172",1,40,2
"8173",4,43,-1
"8174",4,29,1
"8175",4,33,-1
"8176",2,55,1
"8177",-6,41,-6
"8178",4,56,2
"8179",4,65,-1
"8180",4,39,2
"8181",-6,74,-6
"8182",-6,24,-6
"8183",4,73,2
"8184",4,51,1
"8185",4,56,-1
"8186",4,40,1
"8187",4,43,-1
"8188",4,69,1
"8189",4,48,2
"8190",1,72,-1
"8191",4,62,1
"8192",4,32,-1
"8193",1,66,2
"8194",2,62,2
"8195",4,30,1
"8196",1,56,2
"8197",4,40,2
"8198",4,30,2
"8199",-2,59,1
"8200",-6,36,-6
"8201",-6,58,-6
"8202",2,79,1
"8203",1,61,1
"8204",4,51,-1
"8205",4,71,2
"8206",4,37,1
"8207",-6,75,-6
"8208",4,45,1
"8209",4,50,-1
"8210",2,67,-1
"8211",2,51,-1
"8212",4,73,1
"8213",3,35,1
"8214",7,59,-1
"8215",-6,42,-6
"8216",-6,70,-6
"8217",1,77,1
"8218",2,64,-1
"8219",4,60,1
"8220",1,59,2
"8221",3,73,-1
"8222",4,66,2
"8223",4,40,1
"8224",1,40,1
"8225",4,33,-1
"8226",-6,52,-6
"8227",4,19,1
"8228",6,57,1
"8229",4,43,-1
"8230",2,65,1
"8231",4,30,1
"8232",4,52,1
"8233",6,55,1
"8234",4,25,1
"8235",1,49,2
"8236",4,50,2
"8237",4,70,-1
"8238",4,76,1
"8239",4,74,2
"8240",4,37,-1
"8241",-6,71,-6
"8242",4,27,2
"8243",1,55,2
"8244",4,28,1
"8245",4,80,-1
"8246",4,31,1
"8247",2,27,2
"8248",1,59,2
"8249",-6,49,-6
"8250",4,25,1
"8251",4,-9,-1
"8252",4,35,-1
"8253",2,53,2
"8254",2,25,-1
"8255",4,69,-1
"8256",4,69,-1
"8257",4,49,1
"8258",4,58,1
"8259",4,80,1
"8260",4,23,1
"8261",4,37,1
"8262",4,25,1
"8263",2,45,-1
"8264",4,30,-1
"8265",4,80,1
"8266",4,26,-1
"8267",1,46,-1
"8268",5,46,2
"8269",4,68,2
"8270",4,67,1
"8271",4,-9,-1
"8272",-6,50,-6
"8273",4,47,1
"8274",1,65,2
"8275",1,54,2
"8276",4,26,-1
"8277",1,52,2
"8278",4,45,1
"8279",4,65,-1
"8280",4,38,1
